demo,demo1,demo2,demo3,demo4,demo5,demo6,demo7,demo8,demo9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,reg_target
0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,134.93760369999998
0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,-158.0842524
1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,-182.796923
0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,-249.2668976
0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,-112.7863814
0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,-20.46831682
0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,56.25331070000001
0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,-97.24346253
1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,-63.22943966
1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,-64.53602513
1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,-198.5267532
0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,-37.22054765
1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,30.73912649
1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,-222.7315771
1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,-47.25926348
1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,146.57868069999995
1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,152.6329764
0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,106.4129674
0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,360.5797988
1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,-261.1038391
1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,-120.0432137
1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,-19.85203967
1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,16.68482935
0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,-115.5515454
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,-227.1065918
0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,182.2900839
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-147.7014408
0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,-141.6663473
0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,103.0604493
0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,191.6131361
0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,206.283858
0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,31.34267651
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,46.66952395
1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,-15.03791934
1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,-128.1506331
1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,68.40729704
1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,211.1560903
0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,151.91919119999997
1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,258.3348338
1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,-32.62164918
0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,-49.73332537
1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,71.54216486
1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,-46.14875116
0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,51.20414927
1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,81.84690569
1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,-39.7045029
1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,124.6965685
1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,108.9388465
0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,-258.955935
0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,-4.2393804689999985
1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,144.80346919999997
0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,142.0261766
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,46.24110883
1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,15.76511206
1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,-81.61160375
0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,-51.96168557
0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,20.28973405
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,-43.95861955
1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,238.015714
0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,-26.49981157
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-220.4696315
1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,-135.39568119999998
1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,72.60603319
1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,22.75232236
1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,97.34052148
1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,-41.49505798
0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,57.65449338
1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,256.91531200000003
1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,-124.7501143
0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,223.247241
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,-247.8977271
0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,101.5051025
0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,-57.14934570000001
0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,249.2409072
0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,-38.52264745
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,-6.081222084
1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,-57.58115669
1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,8.711196862000001
1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,-87.88440069
0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,6.211516855
1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,39.39396367
1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,4.885008383
1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,-5.628652855
1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,27.94624981
0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,-20.13326836
1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,-147.17912119999997
1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,16.54412491
0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,19.24411986
0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,-47.40934109
0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,40.14126541
1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,-9.874883248
1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,-34.47969518
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-108.149577
1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,-114.4422842
1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,91.74616561
1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,29.49548056
1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,16.86534885
0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,113.4781142
1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,128.35193909999998
0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,-106.8320644
0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,-204.0912045
0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-153.7981829
0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,54.60259732
1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,65.00994805
0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,106.7503126
1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,139.52570749999998
1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,-165.0853409
1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,74.14331187
1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,140.4392503
0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,154.42394019999998
1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,-104.859652
1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,-94.83233933
1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,134.1518433
0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,126.4688494
1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,61.27286446
0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,42.37089091
1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,82.96823951
1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,40.94576238
1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,6.481200519
1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,90.18260749
1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,244.5516622
1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,81.35968845
0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,-332.2475345000001
1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,15.69064319
0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,-17.83337818
1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,-5.344866199
1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,-56.06058585
1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-22.08804799
0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,-19.84690455
1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,31.37892207
0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,-110.443273
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,-148.1844488
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,84.69728274
1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,-97.78291855
1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,2.375081242
1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,44.11957676
0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,217.6395921
1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,268.91508860000005
1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,-125.2179316
0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,-40.86098879
1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,-288.9908012
0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,48.88830151
1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,-228.06034080000003
1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,-19.82843364
1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,70.87364545
1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,102.0193332
0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,124.2371575
0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,267.3120584
1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,163.6210149
0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,95.16649005
1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,7.310549337
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,66.131304
0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,-166.2299528
1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,59.69644786
1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,-8.06602277
0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,259.1103713
1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,68.01449717
1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,-45.98193318
1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,18.90994025
0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,29.80487071
0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,93.26125636
0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,104.90477040000002
0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,-35.15158459
1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,109.4455361
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,-3.4521038930000003
1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,60.49420634
1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,-126.89195259999998
0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,-52.06422051
1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,-30.83730418
0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,-105.5241596
1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,-18.23859209
1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,57.73345437
0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,-5.996196079
1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,-96.32976607
0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,98.53955375
1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,-239.0495765
0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,-33.55572796
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,-106.7779928
0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,149.3176035
1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,-284.5112015
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,33.20056552
1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,54.82362484
1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,-103.1409203
0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,-294.2100101000001
1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,-73.40955172
0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,-84.79843279
1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,76.46590106
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,-140.3486457
1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,70.82548486
0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,-170.13771640000004
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,-35.774916
1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,124.106143
1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,-23.38684518
1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,20.2946922
1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,-85.60936542
0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,-187.2986129
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,102.3215176
1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,-90.86829875
1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-114.7270638
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,113.8297744
0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,28.48701495
0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,-120.5919717
0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,-42.97868158
0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,-149.8106432
1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,205.3415416
0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,-158.8811332
1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-113.2832452
1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,-45.82391256
1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,-27.31516261
1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,-54.40672678
1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,-46.04194338
1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,57.62638387
1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,-71.46344925
1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,58.00119831
0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,-2.80377317
0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,26.82918703
0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,-36.08423459
1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,-190.5751719
0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,8.079903143
1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,114.5034583
0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,31.21761276
1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,181.3398623
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,-104.9450632
0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,133.80156570000003
0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,-36.05090344
0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,-11.54738259
1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,53.62954522
1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,-14.3625223
0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,169.4750542
0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,-32.08706362
1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,174.65572859999997
0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,-63.49261179
1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,-65.08362026
1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,216.6193046
0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,45.00338538
0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,-1.879255072
0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,144.78337919999996
1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,23.77245799
0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,71.03479959
0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,-3.484836351
0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,56.17467086
0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,35.73573355
0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,-15.93442291
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,-97.42150281
1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,-157.35619509999995
0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,96.527475
1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,-50.58714636
1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,173.4180483
1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,108.8430063
1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-141.9018311
0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,194.7337126
1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,90.26280876
1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,72.10958079
0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,-116.3532044
0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,89.30523193
1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,115.4395307
0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,30.7412134
1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,191.3815593
1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,184.1014421
0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,172.9968007
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,-44.27546288
1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,23.23418931
0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,-77.94212808
1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,55.44576115
1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,-81.83407512
0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,89.79415963
1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,94.80794906
0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,-43.54141925
1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,17.74300193
0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,-78.30690456
0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,80.03853919
1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,-78.11427845
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,-253.6939564
1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,-27.95401199
1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,15.53304602
1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,-132.35502730000002
1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,32.644945
0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,7.655841647000001
1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,40.67142563
1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-38.16909697
0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,-196.9043332
1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,-262.9329568
0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,106.2989225
1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,24.37752073
0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,75.04295269
1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,-72.29843205
1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,13.88609465
1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,-75.51616291
1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,-29.12105156
1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,28.41693917
0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,-8.264746835
1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,73.54507927
1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,-6.772077642999999
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-223.6173741
0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,46.37551557
1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,-53.72129241
0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,-78.85640852
1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,-123.4575235
